,title,link,POI_ID,like,location,price,country,style,review,bookmark,discount,point,loc,latitude,longitude
2511,川淮居 Sichuan Garden,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E6%B7%AE%E5%B1%85-%E6%B2%99%E7%94%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r161772,161772,14.0,沙田沙田正街18號新城市廣場一期8樓801C號,$101-200,川菜 (四川),中菜館,(44 食評),1654,,"(22.3818252, 114.1876818, 0.0)","801c, L8, New Town Plaza Phase 1, 18 Sha Tin Centre Street, Sha Tin, New Territories, Hong Kong",22.3818252,114.1876818
2512,海南小廚,www.openrice.com/zh/hongkong/r-%E6%B5%B7%E5%8D%97%E5%B0%8F%E5%BB%9A-%E5%A4%A9%E6%B0%B4%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r126609,126609,14.0,天水圍天湖路1號嘉湖新北江商場1樓D5號舖,$50以下,川菜 (四川),粉麵/米線,(25 食評),390,,"(22.4521924, 114.0001574, 0.0)","Hong Kong, 天水圍 天湖路1號嘉湖新北江商場1樓D5號舖",22.4521924,114.0001574
2516,巴打廳 Brother Tang,www.openrice.com/zh/hongkong/r-%E5%B7%B4%E6%89%93%E5%BB%B3-%E5%B1%AF%E9%96%80-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r532722,532722,12.0,屯門新墟德政圍33號地舖,$50以下,川菜 (四川),粉麵/米線,(26 食評),1003,,"(22.3950892, 113.9753769, 0.0)","號地舖, 33 Tak Ching Ct, San Hui, Hong Kong",22.3950892,113.9753769
2529,回味館,www.openrice.com/zh/hongkong/r-%E5%9B%9E%E5%91%B3%E9%A4%A8-%E5%85%83%E6%9C%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r192856,192856,12.0,元朗俊賢坊18號權益大樓11號地下,$50以下,粵菜 (廣東),川菜 (四川),(16 食評),899,,"(22.4465146, 114.0232285, 0.0)","18 Chun Yin Square, Yuen Long, Hong Kong",22.4465146,114.0232285
2537,和記廚房 Wo Kee Kitchen,www.openrice.com/zh/hongkong/r-%E5%92%8C%E8%A8%98%E5%BB%9A%E6%88%BF-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-r138430,138430,17.0,荃灣福來村香車街熟食中心2樓40-42號舖,$51-100,粵菜 (廣東),川菜 (四川),(24 食評),469,,"(22.3732759, 114.1116531, 0.0)","Hong Kong, 荃灣福來村香車街熟食中心2樓40-41號舖",22.3732759,114.1116531
2788,福圓店,www.openrice.com/zh/hongkong/r-%E7%A6%8F%E5%9C%93%E5%BA%97-%E8%91%B5%E6%B6%8C-%E5%8F%B0%E7%81%A3%E8%8F%9C-r545866,545866,2.0,葵涌青山道412-416號葵星中心地下5A號舖,$50以下,台灣菜,川菜 (四川),(2 食評),16,,"(22.3657568, 114.1355174, 0.0)","412-416 Castle Peak Rd, Kwai Chung, Hong Kong",22.3657568,114.1355174
4218,婆婆家餃子館,www.openrice.com/zh/hongkong/r-%E5%A9%86%E5%A9%86%E5%AE%B6%E9%A4%83%E5%AD%90%E9%A4%A8-%E5%A4%A7%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r479866,479866,11.0,大圍積信街18-24號喜悅樓地下B舖,$50以下,川菜 (四川),湘菜 (湖南),(31 食評),685,,"(22.3760235, 114.1777347, 0.0)","樓地下B舖, 18 Chik Shun St, Tai Wai, Hong Kong",22.3760235,114.1777347
4222,明悅軒 Ming Yuet Restaurant,www.openrice.com/zh/hongkong/r-%E6%98%8E%E6%82%85%E8%BB%92-%E5%A4%A7%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r582137,582137,6.0,大圍田心村252號地舖,$51-100,川菜 (四川),中菜館,(6 食評),127,送 25里數 / 30積分,"(22.369766, 114.178626, 0.0)","Tin Sam Village, Hong Kong",22.369766,114.178626
4224,雲南真米線 Wan Nan True Noodle,www.openrice.com/zh/hongkong/r-%E9%9B%B2%E5%8D%97%E7%9C%9F%E7%B1%B3%E7%B7%9A-%E5%A4%A7%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r76762,76762,7.0,大圍積德里11-13號A舖,$50以下,滇菜 (雲南),川菜 (四川),(28 食評),399,,"(22.3758229, 114.1777247, 0.0)","A舖, Kai Tak Building, 11-13 Chik Tak Ln, Tai Wai, Hong Kong",22.3758229,114.1777247
4232,川味雞米線大王 Monster Spicy,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E9%9B%9E%E7%B1%B3%E7%B7%9A%E5%A4%A7%E7%8E%8B-%E5%A4%A7%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r554819,554819,2.0,大圍田心街1號隆亨商場地下隆亨街市85A號舖,$50以下,川菜 (四川),粉麵/米線,(3 食評),70,,"(22.3684646, 114.1796921, 0.0)","Hong Kong, 沙田大圍田心街1號隆亨邨隆亨商場地下",22.3684646,114.1796921
4242,馬來堡 Malay Castle,www.openrice.com/zh/hongkong/r-%E9%A6%AC%E4%BE%86%E5%A0%A1-%E5%A4%A7%E5%9C%8D-%E9%A6%AC%E4%BE%86%E8%A5%BF%E4%BA%9E%E8%8F%9C-%E5%92%96%E5%96%B1-r93947,93947,9.0,大圍上徑口村72號地下,$50以下,川菜 (四川),粉麵/米線,(10 食評),193,,"(22.3632982, 114.1737039, 0.0)","Hong Kong, 沙田大圍上徑口村72號",22.3632982,114.1737039
4268,金龍川味小食,www.openrice.com/zh/hongkong/r-%E9%87%91%E9%BE%8D%E5%B7%9D%E5%91%B3%E5%B0%8F%E9%A3%9F-%E5%A4%A7%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r525525,525525,,大圍村南道41號地舖,$50以下,川菜 (四川),小食店,,8,,"(22.3739875, 114.1788714, 0.0)","號地舖, 41 Tsuen Nam Rd, Tai Wai, Hong Kong",22.3739875,114.1788714
4274,婆婆家 (已搬遷),www.openrice.com/zh/hongkong/r-%E5%A9%86%E5%A9%86%E5%AE%B6-%E5%A4%A7%E5%9C%8D-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r51308,51308,6.0,大圍大圍道55-65號金禧商場1樓118號,$50以下,川菜 (四川),湘菜 (湖南),(16 食評),119,,"(22.3742464, 114.1779299, 0.0)","Hong Kong, Tai Wai Rd, 1號商場 樓 111-113 號 55-65 號 金 禧 花園",22.3742464,114.1779299
4574,尚湯 New Taste Soup,www.openrice.com/zh/hongkong/r-%E5%B0%9A%E6%B9%AF-%E6%B2%99%E7%94%B0-%E6%B8%AF%E5%BC%8F-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r461483,461483,3.0,沙田崗背街9-11號全輝中心B座地下19號舖,$51-100,川菜 (四川),粉麵/米線,(5 食評),50,,"(22.3801615, 114.1972187, 0.0)","Hong Kong, 崗背街9～11號",22.3801615,114.1972187
4576,重慶麻辣粉麵小食,www.openrice.com/zh/hongkong/r-%E9%87%8D%E6%85%B6%E9%BA%BB%E8%BE%A3%E7%B2%89%E9%BA%B5%E5%B0%8F%E9%A3%9F-%E6%B2%99%E7%94%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r517579,517579,1.0,沙田禾輋邨街市SS07號舖,$50以下,川菜 (四川),火鍋,(2 食評),52,,"(22.3879676, 114.1945114, 0.0)","3號 Tak Hau St, Sha Tin, Hong Kong",22.3879676,114.1945114
4585,川味雞米線大王 Monster Spicy,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E9%9B%9E%E7%B1%B3%E7%B7%9A%E5%A4%A7%E7%8E%8B-%E6%B2%99%E7%94%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r555973,555973,,沙田崗背街9-11號全輝中心L1樓13號舖,$50以下,川菜 (四川),粉麵/米線,(4 食評),52,,"(22.3801615, 114.1972187, 0.0)","Hong Kong, 崗背街9～11號",22.3801615,114.1972187
4880,彩湖大排檔,www.openrice.com/zh/hongkong/r-%E5%BD%A9%E6%B9%96%E5%A4%A7%E6%8E%92%E6%AA%94-%E7%81%AB%E7%82%AD-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r552513,552513,1.0,火炭山尾街東熟食市場E21-22號舖,$51-100,粵菜 (廣東),川菜 (四川),(1 食評),18,,"(22.3979749, 114.1927362, 0.0)","Shan Mei St, Fo Tan, Hong Kong",22.3979749,114.1927362
5040,傷心酸辣粉,www.openrice.com/zh/hongkong/r-%E5%82%B7%E5%BF%83%E9%85%B8%E8%BE%A3%E7%B2%89-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r137744,137744,16.0,馬鞍山鞍駿街1號馬鞍山中心A03A及A05舖,$50以下,川菜 (四川),粉麵/米線,(40 食評),255,,"(22.4255745, 114.2329432, 0.0)","Hong Kong, 馬鞍山 鞍駿街1號馬鞍山中心A03A及A05舖",22.4255745,114.2329432
5044,第壹間(重慶雞煲)火鍋 The First Hotpot,www.openrice.com/zh/hongkong/r-%E7%AC%AC%E5%A3%B9%E9%96%93-%E9%87%8D%E6%85%B6%E9%9B%9E%E7%85%B2-%E7%81%AB%E9%8D%8B-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r132352,132352,8.0,馬鞍山大水坑南街85號地下,$101-200,粵菜 (廣東),川菜 (四川),(9 食評),416,,"(22.4063041, 114.2235089, 0.0)","85 Tai Shui Hang S St, Ma On Shan, Hong Kong",22.4063041,114.2235089
5046,利寶家 家嚐.臻味 Treasure Box,www.openrice.com/zh/hongkong/r-%E5%88%A9%E5%AF%B6%E5%AE%B6-%E5%AE%B6%E5%9A%90-%E8%87%BB%E5%91%B3-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r501590,501590,5.0,馬鞍山鞍誠街8號新港城中心三期地下28-29號舖,$51-100,川菜 (四川),滬菜 (上海),(9 食評),175,,"(22.4222937, 114.2318685, 0.0)","Sunshine City Block Q, 8號 On Shing St, Ma On Shan, Hong Kong",22.4222937,114.2318685
5049,煌極 Mighty Taste Cuisine,www.openrice.com/zh/hongkong/r-%E7%85%8C%E6%A5%B5-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r505033,505033,5.0,馬鞍山西沙路628號新港城廣場地下18-19A&B號舖,$201-400,粵菜 (廣東),川菜 (四川),(27 食評),247,,"(22.4250541, 114.229883, 0.0)","Sunshine City, Sai Sha Rd, Ma On Shan, Hong Kong",22.4250541,114.229883
5050,米線陣 Mixian Sense,www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r552802,552802,3.0,馬鞍山恆錦街1號恆安商場3樓301號舖,$50以下,滇菜 (雲南),川菜 (四川),(3 食評),61,,"(22.4167292, 114.2278602, 0.0)","1 Hang Kam St, Ma On Shan, Hong Kong",22.4167292,114.2278602
5055,上海英姐排骨麵 Shanghai Ying's Restaurant,www.openrice.com/zh/hongkong/r-%E4%B8%8A%E6%B5%B7%E8%8B%B1%E5%A7%90%E6%8E%92%E9%AA%A8%E9%BA%B5-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E4%BA%AC%E5%B7%9D%E6%BB%AC-r499529,499529,,馬鞍山富安花園商場地下2號舖,$50以下,滬菜 (上海),京川滬,(11 食評),75,,"(22.4049173, 114.2233605, 0.0)","Hong Kong, 馬鞍山恆信街2號富安花園商場地下14號舖",22.4049173,114.2233605
5072,虹橋小館 Hong Qiao Xiao Guan,www.openrice.com/zh/hongkong/r-%E8%99%B9%E6%A9%8B%E5%B0%8F%E9%A4%A8-%E9%A6%AC%E9%9E%8D%E5%B1%B1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r592588,592588,,馬鞍山保泰街16號We Go Mall商場地下G06號舖,$101-200,川菜 (四川),滬菜 (上海),,13,,"(22.4140914, 114.2238443, 0.0)","16 Po Tai St, Ma On Shan, Hong Kong",22.4140914,114.2238443
5386,四小福,www.openrice.com/zh/hongkong/r-%E5%9B%9B%E5%B0%8F%E7%A6%8F-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r525863,525863,5.0,大埔寶鄉街49號華樂樓地下C舖,$101-200,川菜 (四川),火鍋,(6 食評),181,,"(22.4477959, 114.16605, 0.0)","Hong Kong, 大埔寶鄉街49號地下C舖",22.4477959,114.16605
5388,米線陣 Mixian Sense,www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r559797,559797,2.0,大埔富善商場2樓203號舖,$50以下,滇菜 (雲南),川菜 (四川),(6 食評),35,,"(22.4540587, 114.1746826, 0.0)","Hong Kong, 大埔富善商場富善邨2樓202號舖",22.4540587,114.1746826
5397,巴辣仔烤魚雞煲 BLZ Restaurant,www.openrice.com/zh/hongkong/r-%E5%B7%B4%E8%BE%A3%E4%BB%94%E7%83%A4%E9%AD%9A%E9%9B%9E%E7%85%B2-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r532300,532300,3.0,大埔翠怡街3號翠怡花園C座地下14A舖,$101-200,川菜 (四川),火鍋,(5 食評),300,,"(22.452755, 114.1632339, 0.0)","Hong Kong, 大埔 翠怡街3號翠怡花園C座地下2A舖",22.452755,114.1632339
5405,川味軒,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E8%BB%92-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r558517,558517,2.0,大埔安泰路1號大埔廣場地下56號舖,$50以下,滇菜 (雲南),川菜 (四川),(3 食評),47,,"(22.452909, 114.170445, 0.0)","號, 1 On Tai Rd, Tai Po, Hong Kong",22.452909,114.170445
5410,梅姐香辣小食,www.openrice.com/zh/hongkong/r-%E6%A2%85%E5%A7%90%E9%A6%99%E8%BE%A3%E5%B0%8F%E9%A3%9F-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r558011,558011,2.0,大埔廣福道78號寶康大廈地下C2號舖,$50以下,川菜 (四川),小食店,(2 食評),22,,"(22.4484573, 114.1668334, 0.0)","Po Hong Mansion, 70 Kwong Fuk Rd, Tai Po, Hong Kong",22.4484573,114.1668334
5413,山城小麵 SHAN CHENG Noodles,www.openrice.com/zh/hongkong/r-%E5%B1%B1%E5%9F%8E%E5%B0%8F%E9%BA%B5-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r582517,582517,2.0,大埔大埔墟懷仁街3號地舖,$50以下,川菜 (四川),粉麵/米線,(6 食評),70,,"(22.448547, 114.165724, 0.0)","Hong Kong, 大埔墟懷仁街12號地下",22.448547,114.165724
5423,米線陣 Mixian Sense,www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r531062,531062,,大埔安慈路3號翠屏花園地下7號舖,$50以下,滇菜 (雲南),川菜 (四川),(8 食評),71,,"(22.453196, 114.167955, 0.0)","3 On Chee Rd, Tai Po, Hong Kong",22.453196,114.167955
5432,聚賢美食,www.openrice.com/zh/hongkong/r-%E8%81%9A%E8%B3%A2%E7%BE%8E%E9%A3%9F-%E5%A4%A7%E5%9F%94-%E6%B8%AF%E5%BC%8F-%E8%BB%8A%E4%BB%94%E9%BA%B5-r565775,565775,1.0,大埔南盛街14號地舖,$50以下,川菜 (四川),車仔麵,(2 食評),16,,"(22.4479597, 114.1657747, 0.0)","號地舖, 14 Nam Shing St, Tai Po, Hong Kong",22.4479597,114.1657747
5470,四小褔 (已搬遷),www.openrice.com/zh/hongkong/r-%E5%9B%9B%E5%B0%8F%E8%A4%94-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r526045,526045,1.0,大埔寶鄉街47號華樂樓地下C號舖,$101-200,川菜 (四川),火鍋,(1 食評),22,,"(22.4477959, 114.16605, 0.0)","Hong Kong, 大埔寶鄉街49號地下C舖",22.4477959,114.16605
5471,八妹雞煲 (已搬遷),www.openrice.com/zh/hongkong/r-%E5%85%AB%E5%A6%B9%E9%9B%9E%E7%85%B2-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r119566,119566,27.0,大埔舊墟直街9號粵發大廈地下1號舖,$101-200,川菜 (四川),火鍋,(33 食評),165,,"(22.453459, 114.164888, 0.0)","Hong Kong, 大埔舊墟直街9號粵發大廈地下1號舖",22.453459,114.164888
5604,百味坊,www.openrice.com/zh/hongkong/r-%E7%99%BE%E5%91%B3%E5%9D%8A-%E5%A4%AA%E5%92%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r552893,552893,,太和太和路12號太和廣場1樓太和街市5號舖,$50以下,川菜 (四川),粉麵/米線,(2 食評),25,,"(22.4511347, 114.1614986, 0.0)","Hong Kong, Tai Po, 太和路12號太和廣場地下",22.4511347,114.1614986
5775,九玖川粵小廚,www.openrice.com/zh/hongkong/r-%E4%B9%9D%E7%8E%96%E5%B7%9D%E7%B2%B5%E5%B0%8F%E5%BB%9A-%E7%B2%89%E5%B6%BA-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r484222,484222,4.0,粉嶺聯和墟聯發街26號地舖,$51-100,粵菜 (廣東),川菜 (四川),(9 食評),175,,"(22.4916829, 114.1414685, 0.0)","Fanling, Hong Kong",22.4916829,114.1414685
5790,麻辣串串香,www.openrice.com/zh/hongkong/r-%E9%BA%BB%E8%BE%A3%E4%B8%B2%E4%B8%B2%E9%A6%99-%E7%B2%89%E5%B6%BA-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r502464,502464,,粉嶺聯和墟聯安街1-7號富好閣地下B舖,$51-100,川菜 (四川),粉麵/米線,(9 食評),225,,"(22.4992578, 114.1438193, 0.0)","地下B舖, Fu Ho Mansion, 3 Luen On St, Fanling, Hong Kong",22.4992578,114.1438193
5810,巴辣仔烤魚雞煲 BLZ Restaurant,www.openrice.com/zh/hongkong/r-%E5%B7%B4%E8%BE%A3%E4%BB%94%E7%83%A4%E9%AD%9A%E9%9B%9E%E7%85%B2-%E7%B2%89%E5%B6%BA-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r588549,588549,1.0,粉嶺聯昌街20號聯昌大樓地舖,$101-200,川菜 (四川),火鍋,(1 食評),25,,"(22.4997646, 114.14296, 0.0)","Luen Cheong Building, 20-44B Luen Cheong St, Fanling, Hong Kong",22.4997646,114.14296
6063,麻辣派對 Chili Party,www.openrice.com/zh/hongkong/r-%E9%BA%BB%E8%BE%A3%E6%B4%BE%E5%B0%8D-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r494429,494429,240.0,銅鑼灣記利佐治街1號金百利廣場4樓R1號舖,$101-200,川菜 (四川),中菜館,(291 食評),9207,訂座全日9折（不能與其他優惠同時使用）,"(22.2804512, 114.1849467, 0.0)","1 Great George St, Causeway Bay, Hong Kong",22.2804512,114.1849467
6080,金樂軒雞煲魚鍋,www.openrice.com/zh/hongkong/r-%E9%87%91%E6%A8%82%E8%BB%92%E9%9B%9E%E7%85%B2%E9%AD%9A%E9%8D%8B-%E5%8C%97%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r445883,445883,152.0,北角和富道114號康華大廈地下C3號舖,$101-200,川菜 (四川),滬菜 (上海),(162 食評),2344,全單9折,"(22.2922437, 114.1977473, 0.0)","金樂軒 雞 煲 魚 鍋 北角 康 華 大廈 地下 C3 號 舖, 114 Wharf Rd, North Point, Hong Kong",22.2922437,114.1977473
6082,火鍋英雄 Hot Pot Hero,www.openrice.com/zh/hongkong/r-%E7%81%AB%E9%8D%8B%E8%8B%B1%E9%9B%84-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r541686,541686,153.0,銅鑼灣駱克道491-499號京都廣場三樓,$201-400,川菜 (四川),火鍋,(170 食評),4446,送 25里數 / 30積分,"(22.280752, 114.183005, 0.0)","Hong Kong, Causeway Bay, Lockhart Rd, 491-499號491-499 號 京都 廣場 三 樓",22.280752,114.183005
6083,渝痴漁醉 Drunken Fish,www.openrice.com/zh/hongkong/r-%E6%B8%9D%E7%97%B4%E6%BC%81%E9%86%89-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r534671,534671,139.0,銅鑼灣記利佐治街1號金百利廣場8樓R1號舖,$101-200,川菜 (四川),火鍋,(158 食評),3431,,"(22.2804512, 114.1849467, 0.0)","號, 1 Great George St, Causeway Bay, Hong Kong",22.2804512,114.1849467
6084,四姐川菜 Sijie Sichuan Restaurant,www.openrice.com/zh/hongkong/r-%E5%9B%9B%E5%A7%90%E5%B7%9D%E8%8F%9C-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r121710,121710,165.0,銅鑼灣耀華街3號百樂中心10樓,$201-400,川菜 (四川),水煮菜式,(193 食評),9431,,"(22.2777035, 114.1821785, 0.0)","Hong Kong, 香港島銅鑼灣耀華街3號百樂中心10樓",22.2777035,114.1821785
6087,中華滙館 Restaurant de Chine,www.openrice.com/zh/hongkong/r-%E4%B8%AD%E8%8F%AF%E6%BB%99%E9%A4%A8-%E4%B8%AD%E7%92%B0-%E4%BA%AC%E5%B7%9D%E6%BB%AC-%E6%B9%AF%E5%93%81-r516087,516087,149.0,中環士丹利街13號地舖,$401-800,粵菜 (廣東),京川滬,(162 食評),3824,送 25里數 / 30積分,"(22.2823859, 114.1557931, 0.0)","號地舖, 13 Stanley St, Central, Hong Kong",22.2823859,114.1557931
6088,新南苑私房菜火鍋鷄煲,www.openrice.com/zh/hongkong/r-%E6%96%B0%E5%8D%97%E8%8B%91%E7%A7%81%E6%88%BF%E8%8F%9C%E7%81%AB%E9%8D%8B%E9%B7%84%E7%85%B2-%E7%81%A3%E4%BB%94-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r527840,527840,134.0,灣仔盧押道18號海德中心2樓,$201-400,川菜 (四川),火鍋,(152 食評),4777,"惠顧正價食品滿港幣1,000元可享港幣100折扣","(22.278466, 114.171843, 0.0)","Hong Kong, 香港灣仔盧押道18號海德中心2字樓主要部份",22.278466,114.171843
6090,卅二公館 Mott 32,www.openrice.com/zh/hongkong/r-%E5%8D%85%E4%BA%8C%E5%85%AC%E9%A4%A8-%E4%B8%AD%E7%92%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-fine-dining-r166406,166406,97.0,中環德輔道中4-4A號渣打銀行大廈地庫,$401-800,粵菜 (廣東),川菜 (四川),(145 食評),17253,,"(22.2803829, 114.159077, 0.0)","Standard Chartered Bank Building, 4-4A Des Voeux Rd Central, Central, Hong Kong",22.2803829,114.159077
6097,瘋狂小面 Crazy Noodles,www.openrice.com/zh/hongkong/r-%E7%98%8B%E7%8B%82%E5%B0%8F%E9%9D%A2-%E4%B8%AD%E7%92%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r536184,536184,109.0,中環士丹利街66-72號佳德商業大廈1樓,$51-100,川菜 (四川),粉麵/米線,(137 食評),5708,,"(22.2830864, 114.1547807, 0.0)","Hong Kong, Central, 士丹利街66-72號佳德商業大廈1 樓",22.2830864,114.1547807
6098,雲長小龍坎老火鍋,www.openrice.com/zh/hongkong/r-%E9%9B%B2%E9%95%B7%E5%B0%8F%E9%BE%8D%E5%9D%8E%E8%80%81%E7%81%AB%E9%8D%8B-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r539117,539117,132.0,銅鑼灣記利佐治街1號金百利廣場7樓R3室,$201-400,川菜 (四川),火鍋,(155 食評),5595,,"(22.2803721, 114.1849342, 0.0)","Hong Kong, Causeway Bay, Great George St, 1號金百利廣場7樓R3室",22.2803721,114.1849342
6100,重慶劉一手火鍋店,www.openrice.com/zh/hongkong/r-%E9%87%8D%E6%85%B6%E5%8A%89%E4%B8%80%E6%89%8B%E7%81%AB%E9%8D%8B%E5%BA%97-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r554777,554777,105.0,銅鑼灣渣甸街66號Aura on Pennington地下及1樓,$201-400,川菜 (四川),火鍋,(142 食評),7913,9折,"(22.2791216, 114.1860476, 0.0)","66 Jardine's Bazaar, Causeway Bay, Hong Kong",22.2791216,114.1860476
6105,川府宴 SiChuan Delicacy,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%BA%9C%E5%AE%B4-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r554271,554271,160.0,銅鑼灣登龍街28號永光中心25樓,$201-400,川菜 (四川),火鍋,(175 食評),1492,,"(22.2792646, 114.1820324, 0.0)","Hong Kong, 鵝頸登龍街28號永光中心25樓",22.2792646,114.1820324
